name,part_url,price,type,interface,capacity,price_per_gb,color
Crucial X6,https://pcpartpicker.com/product/4fQcCJ/crucial-x6-1-tb-external-ssd-ct1000x6ssd9,124.99,Portable,USB Type-C 3.2 Gen 2,1000,0.125,Black
Western Digital ELEMENTS,https://pcpartpicker.com/product/J8m2FT/western-digital-elements-22-tb-external-hard-drive-wdbwlg0220hbk-nesn,539.99,Desktop,USB Type-A 3.2 Gen 1,22000,0.025,Black
Silicon Power PC60,https://pcpartpicker.com/product/FxWJ7P/silicon-power-pc60-512-gb-external-ssd-sp512gbpsdpc60ck,192.43,Portable,USB Type-C 3.2 Gen 2,512,0.376,Black
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/YtjRsY/teamgroup-pd20-eco-mini-4-tb-external-ssd-tpseg4004t0c102,388.99,Portable,USB Type-C,4000,0.097,White / Green
Western Digital ELEMENTS,https://pcpartpicker.com/product/P3BFf7/western-digital-elements-24-tb-external-hard-drive-wdbwlg0240hbk-nesn,577.99,Desktop,USB Type-A 3.2 Gen 1,24000,0.024,Black
Toshiba Canvio Desk,https://pcpartpicker.com/product/JpZQzy/toshiba-external-hard-drive-hdwc240xk3j1,,Desktop,USB Type-A 3.2 Gen 1,4000,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/FCfp99/buffalo-technology-external-hard-drive-ssdwa512t,,Desktop,Thunderbolt,512,,
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/QxdG3C/apricorn-aegis-fortress-l3-8-tb-external-ssd-afl3-s8tb,43799,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",8000,5.475,Black
Seagate Barracuda Fast,https://pcpartpicker.com/product/jhYQzy/seagate-barracuda-fast-2-tb-external-ssd-stjm2000400,,Portable,USB Type-C,2000,,Black
Seagate One Touch,https://pcpartpicker.com/product/YCH7YJ/seagate-one-touch-2-tb-external-hard-drive-stkg2000401,192.99,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",2000,0.096,Silver
Western Digital My Passport,https://pcpartpicker.com/product/mvH8TW/western-digital-1-tb-external-hard-drive-wdbyvg0010bbl-wesn,112.99,Portable,USB Type-A 3.2 Gen 1,1000,0.113,Blue
Western Digital My Passport,https://pcpartpicker.com/product/fwcRsY/western-digital-my-passport-4-tb-external-hard-drive-wdbyft0040bbk-wesn,197,Portable,USB Type-A 3.2 Gen 1,4000,0.049,Black
LaCie Rugged,https://pcpartpicker.com/product/W87wrH/lacie-external-hard-drive-9000299,,Portable,"Thunderbolt, USB Type-A 3.2 Gen 1",2000,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/ynZQzy/western-digital-external-hard-drive-wdbu6y0020bbknesn,,Portable,USB Type-A 3.2 Gen 1,2000,,
Western Digital easystore,https://pcpartpicker.com/product/ZXytt6/western-digital-easystore-18-tb-external-hard-drive-wdbama0180hbk-nesn,382.99,Desktop,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",18000,0.021,Black
TEAMGROUP M200,https://pcpartpicker.com/product/xsDQzy/teamgroup-m200-2-tb-external-ssd-t8fed9002t0c102,261.99,Portable,USB Type-C 3.2 Gen 2x2,2000,0.131,Black
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/yDV2FT/sabrent-rocket-nano-rugged-1-tb-external-ssd-sb-1tb-nawp,301.99,Portable,USB Type-C 3.2 Gen 2,1000,0.302,Silver
Seagate Expansion,https://pcpartpicker.com/product/dZ3mP6/seagate-expansion-16-tb-external-hard-drive-steb16000400,442,Desktop,USB Type-A 3.2 Gen 1,16000,0.028,Black
Lexar Professional SL600,https://pcpartpicker.com/product/2TcgXL/lexar-professional-sl600-1-tb-external-ssd-lsl600x001t-rnbng,138.99,Portable,USB Type-C 3.2 Gen 2x2,1000,0.139,Black
Samsung T7 Shield,https://pcpartpicker.com/product/7X8bt6/samsung-t7-shield-2-tb-external-ssd-mu-pe2t0ram,347.99,Portable,USB Type-C 3.2 Gen 2,2000,0.174,Blue
Seagate One Touch,https://pcpartpicker.com/product/TwRYcf/seagate-one-touch-8-tb-external-hard-drive-stlc8000400,,Desktop,USB Type-A 3.2 Gen 1,8000,,Black
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/xtrqqs/silicon-power-bolt-b75-pro-1-tb-external-ssd-sp010tbpsd75psck,,Portable,USB Type-C 3.2 Gen 2,1000,,Black
Western Digital My Passport,https://pcpartpicker.com/product/ZD6qqs/western-digital-5-tb-external-hard-drive-wdbpkj0050brd-wesn,159.99,Portable,USB Type-A 3.2 Gen 1,5000,0.032,Red
Seagate Expansion,https://pcpartpicker.com/product/mFgFf7/seagate-expansion-14-tb-external-hard-drive-steb14000402,470.99,Desktop,USB Type-A 3.2 Gen 1,14000,0.034,Black
Seagate One Touch,https://pcpartpicker.com/product/BDGbt6/seagate-one-touch-4-tb-external-hard-drive-stlc4000400,,Desktop,USB Type-A 3.2 Gen 1,4000,,Black
Samsung T7 Portable,https://pcpartpicker.com/product/bhfnTW/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0kww,,Portable,USB Type-C 3.2 Gen 2,1000,,Black
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/DXqrxr/apricorn-padlock-dt-fips-16-tb-external-hard-drive-adt-3pl256f-16tb,1043.9,Desktop,USB Type-A 3.2 Gen 1,16000,0.065,Black
Western Digital ELEMENTS,https://pcpartpicker.com/product/gj4NnQ/western-digital-external-hard-drive-wdbwlg0040hbknesn,148.99,Desktop,USB Type-A 3.2 Gen 1,4000,0.037,
Lexar SL500,https://pcpartpicker.com/product/jLRwrH/lexar-sl500-1-tb-external-ssd-lsl500x001t-rnbng,,Portable,USB Type-C 3.2 Gen 2x2,1000,,Black
Apricorn NVX,https://pcpartpicker.com/product/9PdG3C/apricorn-nvx-1-tb-external-ssd-anvx-1tb,479.99,Portable,USB Type-C 3.2 Gen 2,1000,0.48,Black
Seagate One Touch,https://pcpartpicker.com/product/zwddnQ/seagate-one-touch-1-tb-external-hard-drive-stkg1000400,109.99,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000,0.11,Black
ADATA DashDrive Durable HD650,https://pcpartpicker.com/product/s3K7YJ/a-data-external-hard-drive-ahd6501tu3cbk,100.57,Portable,USB Type-A 3.2 Gen 1,1000,0.101,
Western Digital My Book,https://pcpartpicker.com/product/2sK2FT/western-digital-my-book-10-tb-external-hard-drive-wdbbgb0100hbk-nesn,,Desktop,USB Type-A 3.2 Gen 1,10000,,Black
G-Technology G-DRIVE,https://pcpartpicker.com/product/FHZ2FT/g-technology-2tb-external-hard-drive-0g02530,,Desktop,"IEEE 1394B 9-Pin, eSATA 6.0 Gb/s, USB Type-A 3.2 Gen 1",2000,,
Seagate Backup Plus,https://pcpartpicker.com/product/Hgs8TW/seagate-external-hard-drive-stdt8000100,262.95,Desktop,USB Type-A 3.2 Gen 1,8000,0.033,
LaCie 5big,https://pcpartpicker.com/product/t2tCmG/lacie-external-hard-drive-9000462u,,Desktop,Thunderbolt,25000,,
Western Digital My Book Studio,https://pcpartpicker.com/product/tcdqqs/western-digital-external-hard-drive-wdbhml0040halnesn,,Desktop,USB Type-A 3.2 Gen 1,4000,,
Western Digital My Book Essential,https://pcpartpicker.com/product/bY4gXL/western-digital-external-hard-drive-wdbacw0010hbknesn,174.95,Desktop,USB Type-A 3.2 Gen 1,1000,0.175,
Apricorn Padlock SSD,https://pcpartpicker.com/product/ftyH99/apricorn-padlock-ssd-4-tb-external-ssd-assd-3pl256-4tbf,1099.99,Portable,USB Type-A 3.2 Gen 1,4000,0.275,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/ZPdG3C/apricorn-aegis-padlock-30-16-tb-external-ssd-a25-3pl256-s16tb,66599.99,Portable,USB Type-A 3.2 Gen 1,16000,4.162,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/jKQKHx/apricorn-aegis-padlock-30-512-gb-external-ssd-a25-3pl256-s512,277.32,Portable,USB Type-A 3.2 Gen 1,512,0.542,Black
Silicon Power PC60,https://pcpartpicker.com/product/KkzXsY/silicon-power-pc60-256-gb-external-ssd-sp256gbpsdpc60ck,,Portable,USB Type-C 3.2 Gen 2,256,,Black
Seagate Expansion,https://pcpartpicker.com/product/C2jRsY/seagate-expansion-2-tb-external-ssd-stlh2000400,,Portable,USB Type-C 3.2 Gen 1,2000,,Black
Verbatim Vx460,https://pcpartpicker.com/product/JrNxFT/verbatim-vx460-256-gb-external-ssd-70382,,Portable,USB Type-A 3.2 Gen 1,256,,Black
Crucial X8,https://pcpartpicker.com/product/NhbTwP/crucial-x8-1-tb-external-ssd-ct1000x8ssd9,,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 2",1000,,Black
Seagate One Touch,https://pcpartpicker.com/product/v7QcCJ/seagate-one-touch-4-tb-external-hard-drive-stkc4000404,,Portable,USB Type-A 3.2 Gen 1,4000,,Gray
Seagate One Touch,https://pcpartpicker.com/product/WTQcCJ/seagate-one-touch-500-gb-external-hard-drive-stkg500400,89.88,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500,0.18,Black
Asus FX HDD,https://pcpartpicker.com/product/g7WBD3/asus-fx-hdd-2-tb-external-hard-drive-ehd-a2t,,Portable,USB Type-A 3.2 Gen 2,2000,,Black
Transcend StoreJet,https://pcpartpicker.com/product/TxyFf7/transcend-storejet-2tb-external-hard-drive-ts2tsj25h3p,129.99,Portable,USB Type-A 3.2 Gen 1,2000,0.065,
Toshiba Canvio Slim II,https://pcpartpicker.com/product/rY4gXL/toshiba-external-hard-drive-hdtd210xs3e1,110,Portable,USB Type-A 3.2 Gen 1,1000,0.11,
Seagate Backup Plus Slim,https://pcpartpicker.com/product/M3K7YJ/seagate-external-hard-drive-stdr2000103,,Portable,USB Type-A 3.2 Gen 1,2000,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/hk4gXL/buffalo-technology-external-hard-drive-hdpz500u3b,,Portable,USB Type-A 3.2 Gen 1,500,,
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/QqTp99/kioxia-exceria-plus-1-tb-external-ssd-lxd10s001tg8,,Portable,USB Type-C 3.2 Gen 2,1000,,Gray
Corsair EX300U,https://pcpartpicker.com/product/frXMnQ/corsair-ex300u-1-tb-external-ssd-cssd-ex300u1tb,129.99,Portable,USB Type-C 3.2 Gen 2,1000,0.13,Black
Corsair EX300U,https://pcpartpicker.com/product/nTRnTW/corsair-ex300u-2-tb-external-ssd-cssd-ex300u2tb,254.99,Portable,USB Type-C 3.2 Gen 2,2000,0.127,Black
Corsair EX300U,https://pcpartpicker.com/product/Nnrp99/corsair-ex300u-4-tb-external-ssd-cssd-ex300u4tb,440.99,Portable,USB Type-C 3.2 Gen 2,4000,0.11,Black
Samsung T7 Shield,https://pcpartpicker.com/product/qp6p99/samsung-t7-shield-2-tb-external-ssd-mu-pe2t0kam,290.99,Portable,USB Type-C 3.2 Gen 2,2000,0.145,Beige
Lexar SL210,https://pcpartpicker.com/product/7ZTZxr/lexar-sl210-2-tb-external-ssd-lsl210x002t-rnnng,,Portable,USB Type-C 3.2 Gen 1,2000,,Black
Western Digital My Passport,https://pcpartpicker.com/product/2nWBD3/western-digital-2-tb-external-hard-drive-wdbyvg0020brd-wesn,112.01,Portable,USB Type-A 3.2 Gen 1,2000,0.056,Red
Western Digital My Book,https://pcpartpicker.com/product/8vYQzy/western-digital-my-book-12-tb-external-hard-drive-wdbbgb0120hbk-nesn,389.99,Desktop,USB Type-A 3.2 Gen 2,12000,0.032,Black
Corsair EX400U,https://pcpartpicker.com/product/G8JBD3/corsair-ex400u-2-tb-external-ssd-cssd-ex400u2tb,293.99,Portable,USB Type-C 4.0 Gen 3x2,2000,0.147,Black
SanDisk Extreme Portable V2,https://pcpartpicker.com/product/yFYmP6/sandisk-extreme-portable-v2-500-gb-external-ssd-sdssde61-500g-g25,175.99,Portable,USB Type-C 3.2 Gen 1,500,0.352,Black / Orange
Seagate Expansion with Rescue Data Recovery Services,https://pcpartpicker.com/product/yMKnTW/seagate-expansion-amer-14-tb-external-hard-drive-stkp14000402,421.99,Desktop,USB Type-A 3.2 Gen 1,14000,0.03,
Kingston XS2000,https://pcpartpicker.com/product/DLFmP6/kingston-xs2000-1-tb-external-ssd-sxs20001000g,229.99,Portable,USB Type-C 3.2 Gen 2x2,1000,0.23,Silver
Crucial X6,https://pcpartpicker.com/product/ZTQcCJ/crucial-x6-4-tb-external-ssd-ct4000x6ssd9,344.99,Portable,USB Type-C 3.2 Gen 2,4000,0.086,Black
Seagate Expansion,https://pcpartpicker.com/product/8TsV3C/seagate-expansion-18-tb-external-hard-drive-stkp18000400,365.99,Desktop,USB Type-A 3.2 Gen 1,18000,0.02,Black
Seagate STEB6000403,https://pcpartpicker.com/product/WQyqqs/seagate-6-tb-external-hard-drive-steb6000403,,Desktop,USB Type-A 3.2 Gen 1,6000,,Black
Seagate One Touch,https://pcpartpicker.com/product/PP4Ycf/seagate-one-touch-6-tb-external-hard-drive-stlc6000400,189.73,Desktop,USB Type-A 3.2 Gen 1,6000,0.032,Black
Western Digital easystore,https://pcpartpicker.com/product/JmX2FT/western-digital-easystore-8tb-external-hard-drive-wdbcka0080hbk-nesn,285.8,Desktop,USB Type-A 3.2 Gen 1,8000,0.036,
Lexar ARMOR 700,https://pcpartpicker.com/product/W4cgXL/lexar-armor-700-2-tb-external-ssd-lar700x002t-rnbng,199.99,Portable,USB Type-C 3.2 Gen 2x2,2000,0.1,Black
TEAMGROUP PD20M Mag,https://pcpartpicker.com/product/q2DQzy/teamgroup-pd20m-mag-1-tb-external-ssd-tpseg2001t0c108,162.99,Portable,USB Type-C 3.2 Gen 2,1000,0.163,Black
Samsung T7 Portable,https://pcpartpicker.com/product/8KmFf7/samsung-t7-portable-500-gb-external-ssd-mu-pc500ram,,Portable,USB Type-C 3.2 Gen 1,500,,Red / Silver
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/PLLdnQ/apricorn-aegis-padlock-dt-10-tb-external-hard-drive-adt-3pl256-10tb,935,Desktop,USB Type-A 3.2 Gen 1,10000,0.093,Black
Seagate One Touch,https://pcpartpicker.com/product/dBKKHx/seagate-one-touch-12-tb-external-hard-drive-stlc12000400,444,Desktop,USB Type-A 3.2 Gen 1,12000,0.037,Black
Apricorn Aegis Fortress,https://pcpartpicker.com/product/rhLdnQ/apricorn-aegis-fortress-16-tb-external-ssd-a25-3pl256-s16tbf,12869,Portable,USB Type-A 3.2 Gen 1,16000,0.804,Black
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/8X3NnQ/silicon-power-bolt-b75-pro-512-gb-external-ssd-sp512gbpsd75psck,,Portable,USB Type-C 3.2 Gen 2,512,,Black
Seagate One Touch,https://pcpartpicker.com/product/CnxRsY/seagate-one-touch-2-tb-external-hard-drive-stkb2000403,,Portable,USB Type-A 3.2 Gen 1,2000,,Red
Seagate One Touch,https://pcpartpicker.com/product/MYkWGX/seagate-one-touch-2-tb-external-hard-drive-stkb2000400,,Portable,USB Type-A 3.2 Gen 1,2000,,Black
Western Digital My Passport,https://pcpartpicker.com/product/zRLwrH/western-digital-4-tb-external-hard-drive-wdbpkj0040bwt-wesn,139.99,Portable,USB Type-A 3.2 Gen 1,4000,0.035,White
LaCie Rugged Mini,https://pcpartpicker.com/product/WpyFf7/lacie-external-hard-drive-301558,79.99,Portable,USB Type-A 3.2 Gen 1,1000,0.08,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/hxdG3C/apricorn-aegis-padlock-dt-20-tb-external-hard-drive-adt-3pl256-20tb,11038.99,Desktop,USB Type-A 3.2 Gen 1,20000,0.552,Black
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/vCP8TW/apricorn-aegis-padlock-dt-16-tb-external-hard-drive-adt-3pl256-16tb,944.99,Desktop,USB Type-A 3.2 Gen 1,16000,0.059,Black
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/dwJp99/apricorn-aegis-padlock-dt-8-tb-external-hard-drive-adt-3pl256-8000,516.99,Desktop,USB Type-A 3.2 Gen 1,8000,0.065,Black
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/yR9wrH/apricorn-aegis-padlock-dt-4-tb-external-hard-drive-adt-3pl256-4000,342.3,Desktop,USB Type-A 3.2 Gen 1,4000,0.086,Black
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/MKQKHx/apricorn-padlock-dt-fips-8-tb-external-hard-drive-adt-3pl256f-8000,548.04,Desktop,USB Type-A 3.2 Gen 1,8000,0.069,Black
Seagate Backup Plus Hub,https://pcpartpicker.com/product/fjGbt6/seagate-backup-plus-hub-14-tb-external-hard-drive-stel14000400,,Desktop,USB Type-A 3.2 Gen 1,14000,,Black
LaCie Porsche Design,https://pcpartpicker.com/product/xxstt6/lacie-porsche-design-2-tb-external-hard-drive-lac9000459,,Desktop,USB Type-A 3.2 Gen 1,2000,,Silver
Western Digital ELEMENTS,https://pcpartpicker.com/product/RJvqqs/western-digital-elements-6-tb-external-hard-drive-wdbwlg0060hbk-nesn,180.99,Desktop,USB Type-A 3.2 Gen 1,6000,0.03,Black
Western Digital My Book Duo,https://pcpartpicker.com/product/KqRgXL/western-digital-my-book-duo-8-tb-external-hard-drive-wdbfbe0080jbk-nesn,,Desktop,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",8000,,Black
Western Digital easystore,https://pcpartpicker.com/product/z7zkcf/western-digital-easystore-4-tb-external-hard-drive-wdbcka0040hbk-nesn,,Desktop,USB Type-A 3.2 Gen 1,4000,,Black
G-Technology G-DRIVE,https://pcpartpicker.com/product/KN4NnQ/g-technology-4tb-external-hard-drive-0g02538,,Desktop,"IEEE 1394B 9-Pin, eSATA 6.0 Gb/s, USB Type-A 3.2 Gen 1",4000,,
Toshiba Canvio Desk,https://pcpartpicker.com/product/84R48d/toshiba-external-hard-drive-hdwc250xk3j1,,Desktop,USB Type-A 3.2 Gen 1,5000,,
Seagate Backup Plus,https://pcpartpicker.com/product/bRjG3C/seagate-external-hard-drive-stdt5000100,194.51,Desktop,USB Type-A 3.2 Gen 1,5000,0.039,
Seagate Backup Plus,https://pcpartpicker.com/product/mTXfrH/seagate-external-hard-drive-stdt3000100,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Samsung D3 Station,https://pcpartpicker.com/product/4jX2FT/samsung-external-hard-drive-stshxd601tdb,,Desktop,USB Type-A 3.2 Gen 1,6000,,
LaCie d2,https://pcpartpicker.com/product/hwTmP6/lacie-external-hard-drive-9000465,,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",5000,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/G6hj4D/western-digital-external-hard-drive-wdbwlg0050hbknesn,,Desktop,USB Type-A 3.2 Gen 1,5000,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/q7YWGX/western-digital-external-hard-drive-wdbwlg0030hbknesn,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Western Digital My Book,https://pcpartpicker.com/product/YQTmP6/western-digital-external-hard-drive-wdbfjk0040hbknesn,223.82,Desktop,USB Type-A 3.2 Gen 1,4000,0.056,
Western Digital My Book,https://pcpartpicker.com/product/Q67wrH/western-digital-external-hard-drive-wdbfjk0030hbknesn,187.99,Desktop,USB Type-A 3.2 Gen 1,3000,0.063,
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/GNR48d/buffalo-technology-external-hard-drive-hdwl4tu3r1,,Desktop,USB Type-A 3.2 Gen 1,4000,,
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/ZPjRsY/teamgroup-pd20-eco-mini-2-tb-external-ssd-tpseg4002t0c102,284.99,Portable,USB Type-C,2000,0.142,White / Green
TEAMGROUP M200,https://pcpartpicker.com/product/rD9wrH/teamgroup-m200-8-tb-external-ssd-t8fed9008t0c102,,Portable,USB Type-C 3.2 Gen 2x2,8000,,Black
Lexar SL200,https://pcpartpicker.com/product/k8grxr/lexar-sl200-512-gb-external-ssd-lsl200x512g-rnnnu,,Portable,USB Type-C 3.2 Gen 1,512,,Black
Lexar SL100 Pro,https://pcpartpicker.com/product/9FNYcf/lexar-sl100-pro-500-gb-external-ssd-lsl100p-500rbna,,Portable,USB Type-C 3.2 Gen 1,500,,Black
Sabrent Rocket Nano,https://pcpartpicker.com/product/NJDQzy/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano,371.99,Portable,USB Type-C 3.2 Gen 2,2000,0.186,Silver
SanDisk Professional PRO-Blade Transport,https://pcpartpicker.com/product/HpfnTW/sandisk-professional-pro-blade-transport-2-tb-external-ssd-sdpm2nb-002t-gband,369.99,Portable,USB Type-C 3.2 Gen 2x2,2000,0.185,Black
SanDisk Professional PRO-Blade Transport,https://pcpartpicker.com/product/h2hFf7/sandisk-professional-pro-blade-transport-1-tb-external-ssd-sdpm2nb-001t-gband,249.99,Portable,USB Type-C 3.2 Gen 2x2,1000,0.25,Black
Apricorn Aegis Fortress,https://pcpartpicker.com/product/kyrqqs/apricorn-aegis-fortress-8-tb-external-ssd-a25-3pl256-s8000f,22269,Portable,USB Type-A 3.2 Gen 1,8000,2.784,Black
Apricorn Aegis Fortress,https://pcpartpicker.com/product/8srqqs/apricorn-aegis-fortress-2-tb-external-ssd-a25-3pl256-s2000f,756.99,Portable,USB Type-A 3.2 Gen 1,2000,0.378,Black
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/q3H7YJ/apricorn-aegis-fortress-l3-5-tb-external-hard-drive-afl35tb,499,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",5000,0.1,Black
Seagate Expansion,https://pcpartpicker.com/product/wwDQzy/seagate-expansion-500-gb-external-ssd-stlh500400,,Portable,USB Type-C 3.2 Gen 1,500,,Black
Seagate Expansion,https://pcpartpicker.com/product/DbyH99/seagate-expansion-1-tb-external-ssd-stlh1000400,,Portable,USB Type-C 3.2 Gen 1,1000,,Black
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/F86p99/kioxia-exceria-plus-2-tb-external-ssd-lxd10s002tg8,452,Portable,USB Type-C 3.2 Gen 2,2000,0.226,Gray
Seagate One Touch,https://pcpartpicker.com/product/hNddnQ/seagate-one-touch-5-tb-external-hard-drive-stkc5000401,,Portable,USB Type-A 3.2 Gen 1,5000,,Silver
Seagate One Touch,https://pcpartpicker.com/product/PWFbt6/seagate-one-touch-4-tb-external-hard-drive-stkc4000402,,Portable,USB Type-A 3.2 Gen 1,4000,,Blue
Seagate One Touch,https://pcpartpicker.com/product/dTQcCJ/seagate-one-touch-4-tb-external-hard-drive-stkc4000401,217,Portable,USB Type-A 3.2 Gen 1,4000,0.054,Silver
Seagate One Touch,https://pcpartpicker.com/product/y2JgXL/seagate-one-touch-4-tb-external-hard-drive-stkc4000400,,Portable,USB Type-A 3.2 Gen 1,4000,,Black
Seagate One Touch,https://pcpartpicker.com/product/GzQcCJ/seagate-one-touch-1-tb-external-hard-drive-stkb1000404,,Portable,USB Type-A 3.2 Gen 1,1000,,Gray
Seagate One Touch,https://pcpartpicker.com/product/NHC48d/seagate-one-touch-1-tb-external-hard-drive-stkb1000402,,Portable,USB Type-A 3.2 Gen 1,1000,,Blue
Seagate One Touch,https://pcpartpicker.com/product/n4cG3C/seagate-one-touch-1-tb-external-hard-drive-stkb1000401,,Portable,USB Type-A 3.2 Gen 1,1000,,Silver
Seagate One Touch,https://pcpartpicker.com/product/4QrRsY/seagate-one-touch-2-tb-external-hard-drive-stkg2000402,299.99,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",2000,0.15,Blue
Samsung T5 Portable,https://pcpartpicker.com/product/bKwypg/samsung-t5-portable-1-tb-external-ssd-mu-pa1t0gww,,Portable,USB Type-C 3.2 Gen 2,1000,,Gold
Samsung T5 Portable,https://pcpartpicker.com/product/tp6p99/samsung-t5-portable-1-tb-external-ssd-mu-pa1t0rww,,Portable,USB Type-C 3.2 Gen 2,1000,,Red
Western Digital My Passport Ultra,https://pcpartpicker.com/product/4RRYcf/western-digital-my-passport-ultra-3-tb-external-hard-drive-wdbbkd0030bwt-nesn,,Portable,USB Type-A 3.2 Gen 2,3000,,White
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/H3stt6/sandisk-g-drive-armorlock-4-tb-external-ssd-sdps41a-004t-gbanb,,Portable,USB Type-C 3.2 Gen 1,4000,,Black / Yellow
Western Digital My Passport,https://pcpartpicker.com/product/TRLwrH/western-digital-5-tb-external-hard-drive-wdbpkj0050bbl-wesn,164.99,Portable,USB Type-A 3.2 Gen 1,5000,0.033,Blue
Western Digital My Passport,https://pcpartpicker.com/product/xj3mP6/western-digital-1-tb-external-hard-drive-wdbyvg0010bwt-wesn,102.99,Portable,USB Type-A 3.2 Gen 1,1000,,White
Seagate Expansion,https://pcpartpicker.com/product/Vx3mP6/seagate-expansion-5-tb-external-hard-drive-stea5000402,221.9,Portable,USB Type-A 3.2 Gen 1,5000,0.044,Black
Samsung T7 Portable,https://pcpartpicker.com/product/7hpmP6/samsung-t7-portable-500-gb-external-ssd-mu-pc500tam,,Portable,USB Type-C 3.2 Gen 1,500,,Black / Silver
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/dMRzK8/seagate-backup-plus-ultra-touch-2-tb-external-hard-drive-sthh2000402,,Portable,USB Type-A 3.2 Gen 1,2000,,White
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/cBw7YJ/seagate-backup-plus-ultra-touch-1-tb-external-hard-drive-sthh1000400,,Portable,USB Type-A 3.2 Gen 1,1000,,Black
Buslink DL-4TSDU31G2,https://pcpartpicker.com/product/RQDkcf/buslink-4-tb-external-ssd-dl-4tsdu31g2,,Portable,USB Type-A 3.2 Gen 2,4000,,Black
Seagate Backup Plus Portable,https://pcpartpicker.com/product/PZkj4D/seagate-backup-plus-portable-5-tb-external-hard-drive-sthp5000402,,Portable,USB Type-A 3.2 Gen 1,5000,,Blue / White
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/3mw7YJ/apricom-aegis-padlock-dt-14-tb-external-hard-drive-adt-3pl256f-14tb,,Portable,USB Type-A 3.2 Gen 1,14000,,Black
Apricorn Apricorn Aegis Padlock,https://pcpartpicker.com/product/r2PKHx/apricom-apricorn-aegis-padlock-128-gb-external-ssd-a25-3pl256-s128f,,Portable,USB Type-A 3.2 Gen 1,128,,Black
Asus FX HDD,https://pcpartpicker.com/product/tfH8TW/asus-fx-hdd-1-tb-external-hard-drive-ehd-a1t,,Portable,USB Type-A 3.2 Gen 2,1000,,Black
Samsung T5,https://pcpartpicker.com/product/QNm323/samsung-t5-2-tb-external-ssd-mu-pa2t0bam,378.99,Portable,USB Type-C 3.2 Gen 1,2000,0.189,Black
ADATA SD700,https://pcpartpicker.com/product/VGFXsY/adata-sd700-1tb-external-ssd-asd700-1tu3-cbk,,Portable,USB Type-A 3.2 Gen 1,1000,,
ADATA SD600,https://pcpartpicker.com/product/WBRFf7/adata-sd600-512gb-external-ssd-asd600-512gu31-cbk,,Portable,USB Type-A 3.2 Gen 1,512,,
Seagate STDR5000100,https://pcpartpicker.com/product/zKdFf7/seagate-5tb-external-hard-drive-stdr5000100,,Portable,,5000,,
Apricorn Padlock SSD,https://pcpartpicker.com/product/KLs8TW/apricorn-padlock-ssd-240-gb-external-ssd-assd-3pl256-240f,272.99,Portable,USB Type-A 3.2 Gen 1,240,1.137,Black
Western Digital WDBGPU0010BBK-NESN,https://pcpartpicker.com/product/NPX2FT/western-digital-external-hard-drive-wdbgpu0010bbknesn,,Portable,,1000,,
